osmid,name,amenity,city,district,street,housenumber,lat,lon
w25323165,Тубдиспансер №1,hospital,Минск,Советский район,улица Якуба Коласа,57 к3,w25323165,53.9336269355291
n305677692,Пиццерия,cafe,Минск,Московский район,,,n305677692,53.906032
n3295054032,Аптека №8,pharmacy,Минск,Ленинский район,,,n3295054032,53.859995
n3095407729,Зеленая аптека №1,pharmacy,Минск,Фрунзенский район,,,n3095407729,53.886076
n1104621763,,pharmacy,Минск,Фрунзенский район,,,n1104621763,53.8999944
n3257971762,Кофе Хауз,restaurant,Минск,Заводской район,,,n3257971762,53.837098
w354591676,д/с №97,kindergarten,Минск,Октябрьский район,,,w354591676,53.8415045025974
w354591635,д/с №240,kindergarten,Минск,Заводской район,,,w354591635,53.865030729275
n305674356,Дом Ребенка №2,hospital,Минск,Фрунзенский район,,,n305674356,53.8933254
w352562713,СШ №215,school,Минск,Московский район,,,w352562713,53.8545665654188
n305678534,Zio Pepe,cafe,Минск,Центральный район,,,n305678534,53.9173456
n2732757127,Премьера,cafe,Минск,Центральный район,,,n2732757127,53.9165472
n4198953532,,cafe,Минск,Заводской район,,,n4198953532,53.8738846
n2657384172,Кафетерий,cafe,Минск,Заводской район,,,n2657384172,53.8436759
n3829454487,Васильки,restaurant,Минск,Первомайский район,проспект Независимости,,n3829454487,53.9231748
n2957150547,Wood & Fire,restaurant,Минск,Первомайский район,,,n2957150547,53.9295768
n1960314920,Аптека №10,pharmacy,Минск,Первомайский район,,,n1960314920,53.9386842
w330215578,д/с №118,kindergarten,Минск,Центральный район,,,w330215578,53.9290507583441
n3213489978,,school,Минск,Советский район,,,n3213489978,53.9137482
n4227933101,Express Pizza,cafe,Минск,Первомайский район,,,n4227933101,53.9468515
w133139318,д/с №469,kindergarten,Минск,Октябрьский район,,,w133139318,53.8493511306528
n1584592748,Newman (Ньюман),restaurant,Минск,Московский район,,,n1584592748,53.8999832
n1870460906,Столовая,cafe,Минск,Октябрьский район,,,n1870460906,53.8778882
n1312923411,Donut Point,cafe,Минск,Октябрьский район,,,n1312923411,53.8864236
n3086127157,Белфармация А РУП Аптека №13 (филиал №2),pharmacy,Минск,Октябрьский район,Привокзальная площадь,5,n3086127157,53.8909175
w78392944,д/с №453,kindergarten,Минск,Московский район,,,w78392944,53.865216970825
n4295562990,Столовая Троллейбусного парка N3,cafe,Минск,Московский район,,,n4295562990,53.8810273
n4339444844,,pharmacy,Минск,Советский район,,,n4339444844,53.93871
n3147901292,Панда,restaurant,Минск,Первомайский район,улица Толбухина,10,n3147901292,53.9288607
n1118887257,Хутка-смачна,fast_food,Минск,Первомайский район,,,n1118887257,53.9282375
w64044754,,cafe,Минск,Советский район,улица Кольцова,48А,w64044754,53.9523002901736
w338978655,д/с №472,kindergarten,Минск,Первомайский район,,,w338978655,53.9372912562948
n1592422947,,pharmacy,Минск,Центральный район,,,n1592422947,53.9310465
w354591658,д/с №322,kindergarten,Минск,Заводской район,,,w354591658,53.8383232930211
r22701,,university,Минск,Октябрьский район,улица Казинца,91,r22701,53.8480818929571
n3240836601,Любимая аптека,pharmacy,Минск,Московский район,проспект Дзержинского,119,n3240836601,53.8498886
n4116347084,На привале,cafe,Минск,Центральный район,,,n4116347084,53.9165178
w437169301,д/с №124,kindergarten,Минск,Заводской район,,,w437169301,53.8704156973134
n3280385738,Мон Кафе,cafe,Минск,Центральный район,улица Мельникайте,2,n3280385738,53.9059514
n4254798279,Пицца Лисицца,fast_food,Минск,Первомайский район,,,n4254798279,53.9449908
n305685331,№34,pharmacy,Минск,Партизанский район,,,n305685331,53.9025419
r21968,Белорусский государственный медицинский университет,university,Минск,Московский район,проспект Дзержинского,83,r21968,53.8615495570565
n1138857879,Аптека 15,pharmacy,Минск,Ленинский район,,,n1138857879,53.8680865
n305680039,Бирхауз,cafe,Минск,Центральный район,,,n305680039,53.9097582
n305678113,Ромиос,cafe,Минск,Фрунзенский район,,,n305678113,53.9176801
n305683466,Интер Инн,pharmacy,Минск,Партизанский район,,,n305683466,53.90779
n1755982199,"""КСТМиА"" Колледж современных технологий в машиностроении и автосервисе",college,Минск,Партизанский район,,,n1755982199,53.8982084
w144292766,СШ №164,school,Минск,Ленинский район,,,w144292766,53.8688390904067
w361025643,СШ №26,school,Минск,Московский район,,,w361025643,53.8771550681201
w312558037,СШ №199,school,Минск,Фрунзенский район,,,w312558037,53.8840226873067
n4079677591,Аптека N5,pharmacy,Минск,Ленинский район,,,n4079677591,53.896811
n3816095849,,pharmacy,Минск,Заводской район,улица Крупской,6к1,n3816095849,53.8588629
n3032203937,Coffee Joy,cafe,Минск,Советский район,,,n3032203937,53.9153958
n305681306,№26,pharmacy,Минск,Центральный район,,,n305681306,53.9016364
n1870460815,Традиции,cafe,Минск,Заводской район,Ташкентская улица,28 к1,n1870460815,53.8486623
n1870460894,Столовая,cafe,Минск,Заводской район,,,n1870460894,53.8494437
n305675304,Аптека №1 Фарммедпрепараты,pharmacy,Минск,Фрунзенский район,,,n305675304,53.9088688
w336593295,д/с №145,kindergarten,Минск,Первомайский район,,,w336593295,53.9322982
n3037191823,Кафетерий,cafe,Минск,Московский район,,,n3037191823,53.858456
n3098813486,Goodwin2,cafe,Минск,Фрунзенский район,улица Притыцкого,62 к2,n3098813486,53.9082754
w348035190,д/с №22,kindergarten,Минск,Заводской район,,,w348035190,53.869881068798
n4016470792,Аптекаръ,pharmacy,Минск,Октябрьский район,,,n4016470792,53.8926319
n305684545,Fresh cafe,cafe,Минск,Советский район,,,n305684545,53.9219443
n3627609649,МГПТК полиграфии,college,Минск,Советский район,,,n3627609649,53.9180322
w168500958,д/с №374,kindergarten,Минск,Ленинский район,,,w168500958,53.8572016097622
n3080574138,Аптека Столичная,pharmacy,Минск,Московский район,проспект Независимости,3 к2,n3080574138,53.8951357
n1244183064,Falcone,restaurant,Минск,Московский район,,,n1244183064,53.902003
w234882377,д/с №65,kindergarten,Минск,Заводской район,,,w234882377,53.8379651160873
n4357793689,9-я городская клиническая больница,hospital,Минск,Московский район,,,n4357793689,53.8597684
n286094055,7-е Небо,restaurant,Минск,Московский район,,,n286094055,53.8970858
w352037532,Учебно-педагогический комплекс санаторный детский сад – начальная школа №270,kindergarten,Минск,Фрунзенский район,,,w352037532,53.9026989789377
n4219127289,Лира,cafe,Минск,Партизанский район,,,n4219127289,53.9011671
w331975637,д/с №75,kindergarten,Минск,Фрунзенский район,,,w331975637,53.8987574432974
w352995558,ЦКРОиР Центрального района,kindergarten,Минск,Центральный район,,,w352995558,53.9311431912024
