osmid,name,amenity,city,district,street,housenumber,lat,lon
n3040941327,,pharmacy,Минск,Московский район,,,n3040941327,53.8595408
n4269723494,Pro-гимназия,school,Минск,Ленинский район,,,n4269723494,53.8734549
n984624974,,restaurant,Минск,Первомайский район,,,n984624974,53.930075
n3577384762,Salad drive,cafe,Минск,Московский район,,,n3577384762,53.844421
n2507179323,Кава i печыва,cafe,Минск,Фрунзенский район,,,n2507179323,53.9091897
n305686663,Арбат,restaurant,Минск,Первомайский район,проспект Независимости,143 к1,n305686663,53.9343616
w438320057,д/с №66,kindergarten,Минск,Первомайский район,,,w438320057,53.9281919369536
n3150738844,Бакинский бульвар,cafe,Минск,Заводской район,Ангарская улица,34,n3150738844,53.8707973
n3878286964,,cafe,Минск,Заводской район,,,n3878286964,53.8366927
n1203563441,,pharmacy,Минск,Фрунзенский район,,,n1203563441,53.9058261
n305675773,Светатек,pharmacy,Минск,Фрунзенский район,,,n305675773,53.9118959
n305676833,Подкован,cafe,Минск,Октябрьский район,,,n305676833,53.8662001
w352330831,Гимназия №192,school,Минск,Московский район,,,w352330831,53.8522897756058
w25317942,Поликлиника №17,hospital,Минск,Заводской район,улица Герасименко,49,w25317942,53.8844210666941
w341489777,Гимназия №13,school,Минск,Фрунзенский район,улица Одинцова,32,w341489777,53.9018281073904
r21971,УЗ «Минский консультационно-диагностический центр»,hospital,Минск,Московский район,улица Семашко,10,r21971,53.8587566666106
n3126586668,РИВШ БГУ,university,Минск,Октябрьский район,Московская улица,15,n3126586668,53.8871077
n305681907,Старовиленская корчма,cafe,Минск,Центральный район,,,n305681907,53.9077762
n305684398,Hollywood,restaurant,Минск,Первомайский район,,,n305684398,53.9092254
n281694149,Маяк,cafe,Минск,Ленинский район,улица Маяковского,75,n281694149,53.877578
w209201469,д/с №544,kindergarten,Минск,Московский район,,,w209201469,53.8614517800015
n1308553653,Угощение от сестер,cafe,Минск,Центральный район,,,n1308553653,53.9555456
n3829461112,Шоколадница,cafe,Минск,Первомайский район,,,n3829461112,53.9229575
w76437422,д/с №522,kindergarten,Минск,Первомайский район,,,w76437422,53.9351238580887
n3280240618,,pharmacy,Минск,Фрунзенский район,улица Кунцевщина,22,n3280240618,53.9127239
n2477437956,ProSushi,fast_food,Минск,Центральный район,,,n2477437956,53.9317813
n1868508317,Смайлград,hospital,Минск,Октябрьский район,,,n1868508317,53.8807708
n3894583955,Аптека Искамед,pharmacy,Минск,Фрунзенский район,,,n3894583955,53.9009914
w25321970,Наркологический диспансер,hospital,Минск,Партизанский район,Передовая улица,11,w25321970,53.8990611561803
n1870460827,Столовая,cafe,Минск,Фрунзенский район,Пономаренко,7,n1870460827,53.8907954
n281570440,БГПУ,university,Минск,Московский район,,,n281570440,53.8945144
w351848387,Гимназия №18,school,Минск,Первомайский район,,,w351848387,53.9251447583778
n305675539,Гимназия №10,school,Минск,Московский район,,,n305675539,53.8663634
n2591401392,Виноград,restaurant,Минск,Фрунзенский район,,,n2591401392,53.889602
r2980931,,school,Минск,Московский район,,,r2980931,53.8597071810569
w339103203,Военный госпиталь МВД,hospital,Минск,Советский район,,,w339103203,53.9100536945817
n3078014801,Аптека 15,pharmacy,Минск,Первомайский район,,,n3078014801,53.928407
w131111057,д/с №101,kindergarten,Минск,Ленинский район,,,w131111057,53.8610504968276
w333302109,д/с №464,kindergarten,Минск,Фрунзенский район,,,w333302109,53.8993354178871
n492119458,Тоскана,cafe,Минск,Первомайский район,,,n492119458,53.9520854
w336559320,д/с №501,kindergarten,Минск,Советский район,,,w336559320,53.9409269148978
n305676404,Пекинская Утка,restaurant,Минск,Фрунзенский район,,,n305676404,53.89794
n305682742,Пиццерия,cafe,Минск,Ленинский район,,,n305682742,53.9022873
n2455761985,,cafe,Минск,Октябрьский район,,,n2455761985,53.8756003
w437275700,Лицей №7,school,Минск,Заводской район,,,w437275700,53.8512399291172
n305686475,Территория,restaurant,Минск,Первомайский район,,,n305686475,53.9440558
n305682837,У Франциска,cafe,Минск,Центральный район,проспект Независимости,,n305682837,53.8997403
n2622450016,Столовая,fast_food,Минск,Октябрьский район,,,n2622450016,53.8913426
n526817366,Максибис,fast_food,Минск,Ленинский район,,,n526817366,53.8746199
n280793970,СШ №190,school,Минск,Первомайский район,,,n280793970,53.9398797
n3228167175,7/25EspressoBar,cafe,Минск,Партизанский район,улица Франциска Скорины,12,n3228167175,53.9236201
n3696753881,Столовая,cafe,Минск,Советский район,,,n3696753881,53.9120736
n305683372,№23,pharmacy,Минск,Ленинский район,,,n305683372,53.88523
n3930607763,Цімохін закуток,cafe,Минск,Первомайский район,,,n3930607763,53.943407
w365994019,д/с №48,kindergarten,Минск,Московский район,,,w365994019,53.8814541689932
n3086109779,Аптека №109,pharmacy,Минск,Московский район,улица Сергея Есенина,21,n3086109779,53.8498146
n1438313403,Мелисса,pharmacy,Минск,Заводской район,Партизанский проспект,56,n1438313403,53.8740339
w330496833,д/с №445,kindergarten,Минск,Советский район,,,w330496833,53.92337725
n305684122,№47 РУП «Белфармация»,pharmacy,Минск,Партизанский район,улица Захарова,67 к2,n305684122,53.8969238
n4136957989,Danova dance school,school,Минск,Заводской район,Партизанский проспект,95,n4136957989,53.8737852
n4258394791,Аптека,pharmacy,Минск,Октябрьский район,,,n4258394791,53.84409
w83986675,д/с №516,kindergarten,Минск,Заводской район,,,w83986675,53.8862193041676
